Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
МБАЛ - ШУМЕН АД,Шумен,НОВИ ПАЗАР,Нови Пазар,ул. Христо Ботев 22,"ДИМИТЪР ГЕОРГИЕВ КОСТОВ, ЮЛИЯ ДИМИТРОВА ИЛИЕВА, АТАНАС ГЕОРГИЕВ АТАНАСОВ, НЕДКО ПЛАМЕНОВ ТОДОРОВ, ВИКТОР МИНЧЕВ ДИМИТРОВ, ВАЛЕНТИН ТОДОРОВ СЕМКОВ","054/800751,054/855755,054/800733",43.3450496,27.1999169,nominatim_free,"Христо Ботев, кв. Възраждане, Нови пазар, Шумен, България",55
МБАЛ АРДИНО ЕООД,Кърджали,АРДИНО,Ардино,ул. София 14,"ГЮНЕР БЕХЧЕТ ОСМАН, СЕБАХТИН МЕХМЕД ХАДЖИСЕИД, АДАМ ПЕРСЕНСКИ, КАЛОЯН АДАМОВ ПЕРСЕНСКИ","03651/4204,0898654161",41.5821664,25.13569,nominatim_free,"София, кв. Бостанджиите, Ардино, Кърджали, 6750, България",45
МБАЛ Асеновград ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Александър Стамболийски 28,"Д-Р МАРИЯ НИКОЛОВА ДАРАКЧИЕВА, СПАС АТАНАСОВ КОЖУХАРОВ, ИВАН ЙОВКОВ ЧЕРВЕНКОВ, КРАСИМИР АТАНАСОВ КАЛИНОВ","0331/20450,0331/27146",41.9321423,24.9827932,nominatim_free,"Александър Стамболийски, Долнослав, Асеновград, Пловдив, 4254, България",55
МБАЛ БОЛНИЦА ЕВРОПА ООД СОФИЯ,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,бул. Пенчо Славейков 2,"ПРОФ.Д-Р ВЕНЦИСЛАВ ТОДОРОВ ЦВЕТКОВ, ДОЦ. Д-Р ВЛАДИСЛАВ БОРИСОВ ИВАНОВ, ДОЦ. Д-Р ВЛАДИСЛАВ БОРИСОВ ИВАНОВ И Д-Р ВЕНЦИСЛАВ ТОДОРОВ ИВАНОВ -ЗАЕДНО И ПООТДЕЛНО",0887111152,,,,,0
МБАЛ Благоевград АД,Благоевград,БЛАГОЕВГРАД,Благоевград,УЛ. СЛАВЯНСКА 60,"ДИМИТЪР ГЕОРГИЕВ ДИМИТРОВ, МАГДАЛЕНА СТЕФАНОВА СИМЕОНОВА, ПЕТЪР САШОВ ГАЙДАРСКИ, ЕКАТЕРИНА ИЛИЕВА ЧАКАЛСКА, КРАСИМИР ГЕОРГИЕВ МИХАЙЛОВ, Д-Р ВЛАДИМИР ВИТКОВ ПАНДЕВ, ОГНЯН СТЕФАНОВ МИТЕВ","073/8292329,073/884129,0879/535253",,,,,0
МБАЛ Бяла Слатина ЕООД,Враца,БЯЛА СЛАТИНА,Бяла Слатина,ул. Захари Стоянов 1,"Д-Р СВЕТЛАНА КИРИЛОВА ТОДОРОВА, ОГНЯН МАРИНОВ КОЖУХАРОВ, Д-Р ОГНЯН КОЖУХАРОВ, Д-Р ИВКА ИВАНОВА ГЕОРГИЕВА, НИКОЛАЙ СТЕФАНОВ ДИМОВ, КРАСЕН ГЕОРГИЕВ КРЪСТЕВ","0915/82900,0878/473094,0915/82335,0878 473 106,0889999239",43.4772047,23.934156,nominatim_free,"Захари Стоянов, ж.к. Сребрена, Бяла Слатина, Враца, 3200, България",55
МБАЛ ВАРНА КЪМ ВМА,Варна,ВАРНА,Варна,БУЛ. ХРИСТО СМИРНЕНСКИ 3,"ХРИСТО СТОЯНОВ БОЗОВ, ПОЛК. ПРОФ. Д-Р ИВАЙЛО ПЕТРОВ ВЪЖАРОВ, ДМ","052386210,052386334",43.2255758,27.8971827,nominatim_free,"бл. 3, бул. Христо Смирненски, Северна промишлена зона, ж.к. Победа, Варна, Младост, Варна, 9025, България",100
МБАЛ ВЕЛИКИ ПРЕСЛАВ ЕООД,Шумен,ВЕЛИКИ ПРЕСЛАВ,Велики Преслав,ул. Любен Каравелов 51,"НЕЛИ НИКОЛОВА ТОДОРОВА, МИЛЧО СТАНЧЕВ МАВРОДИНОВ, РАДИ КОСТАДИНОВ РАДЕВ, ИВАН ПЕТКОВ ДИМИТРОВ, ЙОШЕНКА НЕНЧЕВА ЖЕЛЯЗКОВА-РУСЕВА",0538/42307,43.1629281,26.8180266,nominatim_free,"Любен Каравелов, Велики Преслав, Шумен, България",55
МБАЛ ВЕЛИМЕД ЕООД,Пазарджик,ВЕЛИНГРАД,Велинград,бул. Съединение 49,"ГЕОРГИ АНГЕЛОВ ДОШЕВ, ЙОРДАНКА ТОДОРОВА САВОВА, ЙОРДАНКА ТОДОРОВА САВОВА, ТОДОР ВАСИЛЕВ УШЕВ, КОСТАДИН НИКОЛОВ ПАУНОВ",0359/54298,,,,,0
МБАЛ ВИТА ЕООД СОФИЯ,София (столица),СОФИЯ 07 рн СЛАТИНА,СОФИЯ 07 рн СЛАТИНА,ул. Драговица 9,Д-Р ТИХОМИР КОСТОВ САВЧЕВ,,,,,,0
МБАЛ ВИТА ЕООД СОФИЯ,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,ул. Филип Кутев 10,Д-Р ТИХОМИР КОСТОВ САВЧЕВ,,,,,,0
МБАЛ Д-Р БРАТАН ШУКЕРОВ АД,Смолян,СМОЛЯН,Смолян,бул. България 2,"МАРИН ДИМИТРОВ ДАРАКЧИЕВ, АНТОН ГОРЧЕВ ЛАЛОВ, ЕЛЕНА ТОШЕВА СЛАВКОВА-СИДЕНКО, ДОЦ. Д-Р ВЛАДИСЛАВ БОРИСОВ ИВАНОВ, МАРИН ДИМИТРОВ ДАРАКЧИЕВ, НИНА САШЕВА ШЕХОВА-ЯНКОВА","0301/62395,0301/62549",41.5734342,24.7186627,nominatim_free,"МБАЛ ""Д-р Братан Шукеров"", 2, бул. България, ж.к. Нов център, Смолян, 4700, България",90
МБАЛ Д-Р СТАМЕН ИЛИЕВ АД,Монтана,МОНТАНА,Монтана,Сирма Войвода 4; ул. Сирма Войвода 2,"Д-Р ТОДОР БОРИСОВ ТОДОРОВ, Д-Р ЦВЕТАН ГЕОРГИЕВ ТОДОРОВ",096/305150,43.4066816,23.2368045,nominatim_free,"Сирма войвода, ж.к.. Пъстрина, Монтана, 3400, България",55
МБАЛ Д-Р ХРИСТО СТАМБОЛСКИ ЕООД,Стара Загора,КАЗАНЛЪК,Казанлък,ул. Старозагорска 16,Д-Р КЕТИ ПЕТРОВА МАНАЛОВА-ВЛАДКОВА,"0431/65300,0431/65665",42.6208524,25.4033733,nominatim_free,"МБАЛ ”Д-р Христо Стамболски”, 16, Старозагорска, Казанлък, Стара Загора, 6102, България",90
МБАЛ Д-р Иван Селимински - Сливен АД,Сливен,КОТЕЛ,Котел,ул. Изворска 85; ул. Раковска 3,"Д-Р ВАСИСЛАВ ПЕТРОНИЕВ ПЕТРОВ, Д-Р МЕТОДИ БОРИСОВ ПОПСТОЙКОВ, Д-Р ЙОРДАН НИКОЛАЕВ КОТОВ","044/611701,044/624326",42.8905808,26.4377912,nominatim_free,"Изворска, Котел, Сливен, 8970, България",45
МБАЛ Д-р Иван Селимински - Сливен АД,Сливен,СЛИВЕН,Сливен,ул. Сергей Румянцев 2; бул. Хаджи Димитър 41а; ул. Стефан Караджа 2; ул. Криволак 13; НК Сливенски минерални бани; бул. Христо Ботев 1,"Д-Р ВАСИСЛАВ ПЕТРОНИЕВ ПЕТРОВ, Д-Р МЕТОДИ БОРИСОВ ПОПСТОЙКОВ, Д-Р ЙОРДАН НИКОЛАЕВ КОТОВ","044/611701,044/624326",42.6991087,25.8612628,nominatim_free,"Сергей Румянцев, Козарево, Твърдица, Сливен, 8891, България",95
МБАЛ Д-р Киро Попов - Карлово ЕООД,Пловдив,КАРЛОВО,Карлово,ул. Ген. майор Гурко Мархолев 3,"Д-Р ДАНИЕЛ ЛИЛОВ ПРАНДЖЕВ, ДОБРИНКА ТАНЧЕВА ЧУЛКОВА, ЦВЯТКО МИТОВ ИМИРСКИ, АНДРЕАН МИЛКОВ МИНЕВ, ХРИСТО ПЕЛЕВ, ОБРЕЙКО ГЕОРГИЕВ ОБРЕЙКОВ","0335/90802,0335/94945",,,,,0
МБАЛ Д-р Стойчо Христов ЕООД Севлиево,Габрово,СЕВЛИЕВО,Севлиево,ул. Стефан Пешев 147,"Д-Р ПЛАМЕН ГЕОРГИЕВ ЦЕКОВ, ХРИСТО ДОБРЕВ ДОБРЕВ, ДОБРОМИР ИЛИЕВ ИЛКОВСКИ, НАЙДЕН КОЛЕВ СЪРДЪМОВ, БОЖИДАР ПАРАЛЧЕВ, Д-Р МЛАДЕН КОЛЕВ ПЕНЧЕВ","0675/30078,0675/32579",43.0324313,25.0805178,nominatim_free,"Стефан Пешев, Севлиево, Габрово, 5400, България",55
МБАЛ Д-р Тота Венкова АД Габрово,Габрово,ГАБРОВО,Габрово,ул. д-р Илиев-Детския 1,"МИНКО ЦВЯТКОВ МИХОВ, БОЖИДАР БОГОМИЛОВ ПАРАЛЧЕВ, НЕЛИ ИВАНОВА САВЧЕВА","066/800243,066/808911",42.8705166,25.3076052,nominatim_free,"1, Д-р Илиев - Детския, кв. Боровото, кв. Йонково, Габрово град, Габрово, 5300, България",80
МБАЛ ДЕВИН ЕАД,Смолян,ДЕВИН,Девин,ул. Явор 3,"Д-Р ПЕТЪР ГЕОРГИЕВ ДЕЧЕВ, Д-Р КОСТАДИН БОГДАНОВ КАЛАЙДЖИЕВ, МАРИЯ ДИМИТРОВА, Д-Р ПЕТЪР ДЕЧЕВ, РАДКА МИНЧЕВА ГРОЗДАНОВА, Д-Р ТАТЯНА ПАМПУЛОВА, Д-Р ЯВОР БУКОВ, Д-Р ЧАВДАР АНАТОЛОВ МАРИНОВ","030412511,0879905733,03015/8111",41.7392001,24.403705,nominatim_free,"Явор, Девин, Смолян, 4800, България",45
МБАЛ ДОВЕРИЕ АД СОФИЯ,София (столица),СОФИЯ 18 рн ОВЧА КУПЕЛ,СОФИЯ 18 рн ОВЧА КУПЕЛ,"жк Овча купел 2, ул. Фридрих Грюнангер 2","ДИМИТЪР СТЕФАНОВ ГУГУТКОВ, СИЙКА ДОБРЕВА АНДРЕЕВА, ПЕТЪР ЙОРДАНОВ КЕРЕМЕДЧИЕВ, НИКОЛАЙ ГРИГОРОВ ДИМИТРОВ",4005990/401,,,,,0
МБАЛ ДР АТАНАС ДАФОВСКИ АД,Кърджали,КЪРДЖАЛИ,Кърджали,бул. Беломорски 53,ТОДОР ДИМИТРОВ ЧЕРКЕЗОВ,"0361/65811,0361/65809",41.6457771,25.3753548,nominatim_free,"МБАЛ „ Д-р Атанас Дафовски"", 53, бул. Беломорски, Център, Кърджали, 6600, България",90
МБАЛ ДР СЕРГЕЙ РОСТОВЦЕВ ЕООД,Кърджали,МОМЧИЛГРАД,Момчилград,ул. Стефан Караджа 1,"ДЖАН САДУЛЛА МАЧАН, МЛАДЕН АСЕНОВ КЪРОВ","036316109,03631/8118",41.5305399,25.4122335,nominatim_free,"МБАЛ ""Д-р Сергей Ростовцев"", 1, Стефан Караджа, кв. 11, Момчилград, Кърджали, 6800, България",100
МБАЛ ДУЛОВО ЕООД,Силистра,ДУЛОВО,Дулово,УЛ. РОЗОВАДОЛИНА 37,"ЯНИТА КОЛЕВА АНДРЕЕВА, АЛИ АЛИ СЕЛИМАН, НЕДКА ГЕОРГИЕВА ЦВЕНКОВА, СТЕФАН ХРИСТОВ СТОЙЧЕВ, КОНСТАНТИН ВЛАДИМИРОВ ПОПОВ","086423200,086423029",,,,,0
МБАЛ ЕВРОХОСПИТАЛ ООД ВАРНА,Варна,ВАРНА,Виница,"кв. Виница, ул. Найден Райков 2А","ПЛАМЕН СТЕФАНОВ ПАВЛОВ, ВЕСЕЛИН МИХАЙЛОВ БАЛКАНСКИ, Д-Р АСЕН СЛАВОВ СТАНЧЕВ, Д-Р ЧАВДАР АТАНАСОВ ДОБРЕВ","052/387900,052/387927",,,,,0
МБАЛ Живот плюс ЕООД,Кърджали,КРУМОВГРАД,Крумовград,ул. Христо Ботев 2,МАРИЯ ИВАНОВА СТЕФАНОВА,"03641/7270,03641/7271",41.4706556,25.6530439,nominatim_free,"Христо Ботев, ж.к. Дружба, Крумовград, Кърджали, 6900, България",55
МБАЛ ЗА ЖЕНСКО ЗДРАВЕ НАДЕЖДА ООД СОФИЯ,София (столица),СОФИЯ 11 рн КРАСНА ПОЛЯНА,СОФИЯ 11 рн КРАСНА ПОЛЯНА,ул. Блага вест 3,Д-Р АНЕЛИЯ МАРИНОВА РАЧЕВА-КОТОВА,0882449370,,,,,0
МБАЛ ЗДРАВЕТО 2012 ООД СОФИЯ,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,"гр. София, жк Красно село, ул. Маестро Кънев 4","ДИМИТЪР ПЛАМЕНОВ МИТЕВ, Д-Р ПЛАМЕН ДИМИТРОВ МИТЕВ, Д-Р ПЛАМЕН ДИМИТРОВ МИТЕВ И ДОЦ. АЛБЕНА ТОДОРОВА МИТЕВА -ЗАЕДНО, АЛБЕНА ТОДОРОВА КРАЕВА-МИТЕВА","02/9524297,0888 869620",,,,,0
МБАЛ Иван Скендеров ЕООД,Благоевград,ГОЦЕ ДЕЛЧЕВ,Гоце Делчев,УЛ. СТАРА ПЛАНИНА 54,"МИЛАН АЛЕКСАНДРОВ ПЪРВАНОВ, ВЛАДИСЛАВ НИКОЛАЕВ УЛЕВИНОВ, ПЕТЪР ГЕОРГИЕВ ФИЛИБЕВ, МАРИЯ ИВАНОВА РАДОЙКОВА-ПОПОВА","0751/95135,0889/878701,0887/938327,0884/111971",,,,,0
МБАЛ Кърджали ООД,Кърджали,КЪРДЖАЛИ,Кърджали,"бул. Тракия 19, ",ЖИВКО ИВАНОВ РАЙЧЕВ,0361/66555,41.645458,25.3718889,nominatim_free,"СБАЛХ-Кърджали, 19, бул. Тракия, Център, Кърджали, 6600, България",50
МБАЛ ЛОЗЕНЕЦ ЕАД,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,УЛ. КОЗЯК 1,"ДОЦ. Д-Р РАДОСВЕТ ПЕТРОВ ГОРНЕВ, Д-Р ХРИСТО ВАЛЕНТИНОВ СТОЯНОВ, Д-Р ОЛГА ВЛАДИМИРОВА МИЦОВА - МАСЛАРОВА",9607607,,,,,0
МБАЛ ЛЮЛИН ЕАД СОФИЯ,София (столица),СОФИЯ 19 рн ЛЮЛИН,СОФИЯ 19 рн ЛЮЛИН,"жк Люлин-6 бул. д-р Петър Дертлиев 81и 90, ул. Ал. Пушкин 71","Д-Р АНГЕЛ ЛЮБЕНОВ ПОПОВ, Д-Р ГЕОРГИ МИХАЙЛОВ ГЕОРГИЕВ","02/8108906,02/8108909",,,,,0
МБАЛ Луковит ЕООД,Ловеч,ЛУКОВИТ,Луковит,Княз Борис І 52,"ИВАН ГЕНОВ ИВАНОВ, ГАЛИНА ЛЮБЕНОВА СТОЯНОВА","0697/54086,0894792010",43.2131956,24.1573923,nominatim_free,"Княз Борис I, Луковит, Ловеч, 5770, България",55
МБАЛ МК Свети Иван Рилски ЕООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,бул. В.Левски 144 А-А,Д-Р НИКОЛАЙ НЕШЕВ САЛУТСКИ,"032/674113,032/674112",,,,,0
МБАЛ Майчин дом-Варна ЕООД,Варна,ВАРНА,Варна,ул. Мир 1,Д-Р МАКСИМ ИСАК ЯКОВ,"052/383850,052/383858",43.2210538,27.9288098,nominatim_free,"бл. 1, Мир, кв. Левски, Варна, Приморски, Варна, 9026, България",80
МБАЛ Мед Лайн Клиник АД Пловдив,Пловдив,ПЛОВДИВ,ПЛОВДИВ 1 р-н ЦЕНТРАЛЕН,ул. Филип Македонски 37,ПРОФ. НЕВЕН ЕНЧЕВ ФОН ГОЛДЕНБУРГ,"032960699,0878656684",,,,,0
МБАЛ Медицински комплекс Свети Иван Рилски ЕООД клон гр. Стара Загора,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Герасим Папазчев 1,"Д-Р НИКОЛАЙ НЕШЕВ САЛУТСКИ, Д-Р КИРИЛ ДОБРЕВ ДОБРЕВ",042/909402,42.4184513,25.6316509,nominatim_free,"Герасим Папазчев, кв. Индустрия - запад, кв. Гео Милев, Стара Загора, 6002, България",55
МБАЛ Мездра ЕООД,Враца,МЕЗДРА,Мездра,ул. Янко Сакъзов 33,"СВЕТОЗАР БОРИСОВ ЛУКАНОВ, Д-Р ИЛИАНА ЙОРДАНОВА МИХАЙЛОВА-ТИХОЛОВА, Д-Р ПЕТЬО ВАСИЛЕВ ВЪЛЧЕВ, Д-Р СОНЯ ДИМИТРОВА СЪБОТИНОВА","0877000070,0886596577,0910/92415,0910/92600",43.145212,23.7088217,nominatim_free,"Янко Сакъзов, Мездра, Враца, 3100, България",55
МБАЛ НКБ ЕАД СОФИЯ,София (столица),СОФИЯ 12 рн ИЛИНДЕН,СОФИЯ 12 рн ИЛИНДЕН,"гр.София район Илинден ул. Коньовица 65 и гр. Банкя, ул. Шейново 4","РОСЕН ВАНЕВ ПЕТКОВ, ДОЦ. Д-Р ВЛАДИМИР БОРИСОВ ПИЛОСОФ, ПРОФ. Д-Р МАРИО ДРАГАНОВ СТАНКЕВ, КРАСИМИР РОСЕНОВ ДЖИНСОВ","8221582,9211410",,,,,0
МБАЛ Ниамед ООД гр. Стара Загора,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Стефан Стамболов 29,"Д-Р НИКОЛАЙ ГЕОРГИЕВ ХРИСТОВ, ИВАН ДИНЕВ ИВАНОВ, СЕВДАЛИНКА ДИМИТРОВА ПЕНЧЕВА, Д-Р МАРИЯ ИВАНОВА АПОСТОЛОВА","042/611611,042/611610",42.4249167,25.6175503,nominatim_free,"Частна МБАЛ ""НИА МЕД"", 29, Стефан Стамболов, кв. Възраждане, Стара Загора, 6000, България",100
МБАЛ ПОЛИМЕД ООД СОФИЯ,София (столица),СОФИЯ 03 рн ВЪЗРАЖДАНЕ,СОФИЯ 03 рн ВЪЗРАЖДАНЕ,"гр.София 1303, р-н Възраждане, ул. Брегалница 47","Д-Р ЦВЕТАН ДИМОВ ДИМАНОВ, ВЕНЦИСЛАВ ЙОРДАНОВ ДИМОВ, ЙОРДАН ГЕОРГИЕВ ПЕЙЧЕВ",8157931,,,,,0
МБАЛ ПРОФ ДИМИТЪР РАНЕВ ООД,Пазарджик,ПЕЩЕРА,Пещера,ул. д-р Петър Цикалов 41; ул. Нешо Чипев 1,"СТОИЛ ГЕОРГИЕВ АПОСТОЛОВ, ВЛАДИМИР ДИМИТРОВ ЩЕРЕВ, СТОИЛ ГЕОРГИЕВ АПОСТОЛОВ","0350/62021,0350/62022,0350/60061",,,,,0
МБАЛ Павликени ЕООД,Велико Търново,ПАВЛИКЕНИ,Павликени,ул. Васил Петлешков 2,Д-Р РЕНЕТА НИКОЛОВА КРЪСТЕВА,0882373777,,,,,0
